tax.identity	sample	count	superkingdom	phylum	class	order	family	genus	species
Acidovorax sp. Root70	sample_17	2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. Root70
Acidovorax temperans	sample_17	2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax temperans
Acidovorax valerianellae	sample_17	5	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax valerianellae
Acinetobacter apis	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter apis
Acinetobacter baylyi	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baylyi
Acinetobacter beijerinckii	sample_17	20	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter beijerinckii
Acinetobacter brisouii	sample_17	3	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter brisouii
Acinetobacter calcoaceticus	sample_17	4	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter calcoaceticus
Acinetobacter chinensis	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter chinensis
Acinetobacter colistiniresistens	sample_17	4	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter colistiniresistens
Acinetobacter equi	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter equi
Acinetobacter gandensis	sample_17	3	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter gandensis
Acinetobacter genomosp. 33YU	sample_17	4	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter genomosp. 33YU
Acinetobacter gyllenbergii	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter gyllenbergii
Acinetobacter haemolyticus	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus
Acinetobacter idrijaensis	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter idrijaensis
Acinetobacter indicus	sample_17	6	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter indicus
Acinetobacter johnsonii	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter johnsonii
Acinetobacter junii	sample_17	4	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter junii
Acinetobacter kookii	sample_17	12	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter kookii
Acinetobacter lactucae	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter lactucae
Acinetobacter larvae	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter larvae
Acinetobacter lwoffii	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii
Acinetobacter marinus	sample_17	4	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter marinus
Acinetobacter nectaris	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter nectaris
Acinetobacter oleivorans	sample_17	3	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter oleivorans
Acinetobacter pittii	sample_17	3	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter pittii
Acinetobacter populi	sample_17	4	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter populi
Acinetobacter pragensis	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter pragensis
Acinetobacter proteolyticus	sample_17	5	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter proteolyticus
Acinetobacter puyangensis	sample_17	3	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter puyangensis
Acinetobacter qingfengensis	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter qingfengensis
Acinetobacter radioresistens	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens
Acinetobacter seifertii	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter seifertii
Acinetobacter sichuanensis	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sichuanensis
Acinetobacter soli	sample_17	5	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter soli
Acinetobacter sp.	sample_17	27	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp.
Acinetobacter sp. 1000160	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. 1000160
Acinetobacter sp. 1264765	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. 1264765
Acinetobacter sp. 1294243	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. 1294243
Acinetobacter sp. 25977_10	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. 25977_10
Acinetobacter sp. 25977_7	sample_17	11	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. 25977_7
Acinetobacter sp. 478810	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. 478810
Acinetobacter sp. 742879	sample_17	14	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. 742879
Acinetobacter sp. ACNIH1	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. ACNIH1
Acinetobacter sp. ACNIH2	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. ACNIH2
Acinetobacter sp. ACNIH3	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. ACNIH3
Acinetobacter sp. AM	sample_17	7	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. AM
Acinetobacter sp. ANC 3789	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. ANC 3789
Acinetobacter sp. ANC 3813	sample_17	4	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. ANC 3813
Acinetobacter sp. ANC 3832	sample_17	5	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. ANC 3832
Acinetobacter sp. ANC 3880	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. ANC 3880
Acinetobacter sp. ANC 3903	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. ANC 3903
Acinetobacter sp. ANC 4218	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. ANC 4218
Acinetobacter sp. ANC 4558	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. ANC 4558
Acinetobacter sp. ANC 4648	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. ANC 4648
Acinetobacter sp. ANC 4999	sample_17	4	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. ANC 4999
Acinetobacter sp. ANC 5054	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. ANC 5054
Acinetobacter sp. ANC 5318	sample_17	9	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. ANC 5318
Acinetobacter sp. Ag2	sample_17	3	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. Ag2
Acinetobacter sp. CIP 101934	sample_17	13	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. CIP 101934
Acinetobacter sp. CIP 101966	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. CIP 101966
Acinetobacter sp. CIP 102136	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. CIP 102136
Acinetobacter sp. CIP 110321	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. CIP 110321
Acinetobacter sp. CIP 51.11	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. CIP 51.11
Acinetobacter sp. CIP 53.82	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. CIP 53.82
Acinetobacter sp. CIP 64.2	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. CIP 64.2
Acinetobacter sp. CIP A162	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. CIP A162
Acinetobacter sp. CIP-A165	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. CIP-A165
Acinetobacter sp. FDAARGOS_131	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. FDAARGOS_131
Acinetobacter sp. GWC1_38_13	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. GWC1_38_13
Acinetobacter sp. JW	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. JW
Acinetobacter sp. LCT-H3	sample_17	23	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. LCT-H3
Acinetobacter sp. Leaf130	sample_17	3	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. Leaf130
Acinetobacter sp. NCu2D-2	sample_17	7	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. NCu2D-2
Acinetobacter sp. NIPH 1847	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. NIPH 1847
Acinetobacter sp. NIPH 1867	sample_17	25	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. NIPH 1867
Acinetobacter sp. NIPH 2100	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. NIPH 2100
Acinetobacter sp. NIPH 236	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. NIPH 236
Acinetobacter sp. NIPH 713	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. NIPH 713
Acinetobacter sp. NIPH 758	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. NIPH 758
Acinetobacter sp. NRRL B-65365	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. NRRL B-65365
Acinetobacter sp. RIT592	sample_17	4	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. RIT592
Acinetobacter sp. Root1280	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. Root1280
Acinetobacter sp. SFB	sample_17	3	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. SFB
Acinetobacter sp. SFD	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. SFD
Acinetobacter sp. SM1B	sample_17	25	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. SM1B
Acinetobacter sp. SWAC5	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. SWAC5
Acinetobacter sp. SWAC57	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. SWAC57
Acinetobacter sp. TTH0-4	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. TTH0-4
Acinetobacter sp. WCHAc010034	sample_17	27	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. WCHAc010034
Acinetobacter sp. YT-02	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. YT-02
Acinetobacter sp. yr461	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. yr461
Acinetobacter stercoris	sample_17	6	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter stercoris
Acinetobacter tandoii	sample_17	12	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter tandoii
Acinetobacter terrae	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter terrae
Acinetobacter towneri	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter towneri
Acinetobacter variabilis	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter variabilis
Acinetobacter venetianus	sample_17	4	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter venetianus
Actibacterium atlanticum	sample_17	12	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium	Actibacterium atlanticum
Actibacterium lipolyticum	sample_17	12	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium	Actibacterium lipolyticum
Actibacterium mucosum	sample_17	4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium	Actibacterium mucosum
Actibacterium sp.	sample_17	5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium	Actibacterium sp.
Actibacterium sp. EMB200-NS6	sample_17	5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Actibacterium	Actibacterium sp. EMB200-NS6
Actinoalloteichus hoggarensis	sample_17	4	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Actinoalloteichus	Actinoalloteichus hoggarensis
Actinoalloteichus hymeniacidonis	sample_17	5	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Actinoalloteichus	Actinoalloteichus hymeniacidonis
Actinobacillus minor	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus minor
Actinobacillus pleuropneumoniae	sample_17	3	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus pleuropneumoniae
Actinobacillus porcitonsillarum	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus porcitonsillarum
Actinobacillus seminis	sample_17	2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus seminis
Actinobacillus ureae	sample_17	1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus ureae
Actinobacteria bacterium	sample_17	3	Bacteria	Actinobacteria	NA	NA	NA	NA	Actinobacteria bacterium
Actinobacteria bacterium 69-20	sample_17	2	Bacteria	Actinobacteria	Actinomycetia	NA	NA	NA	Actinobacteria bacterium 69-20
Actinobacteria bacterium HGW-Actinobacteria-2	sample_17	8	Bacteria	Actinobacteria	NA	NA	NA	NA	Actinobacteria bacterium HGW-Actinobacteria-2
Actinobacteria bacterium HGW-Actinobacteria-4	sample_17	17	Bacteria	Actinobacteria	NA	NA	NA	NA	Actinobacteria bacterium HGW-Actinobacteria-4
Actinobacteria bacterium HGW-Actinobacteria-5	sample_17	7	Bacteria	Actinobacteria	NA	NA	NA	NA	Actinobacteria bacterium HGW-Actinobacteria-5
Actinobacteria bacterium OK074	sample_17	3	Bacteria	Actinobacteria	Actinomycetia	NA	NA	NA	Actinobacteria bacterium OK074
Actinobacteria bacterium OV320	sample_17	1	Bacteria	Actinobacteria	Actinomycetia	NA	NA	NA	Actinobacteria bacterium OV320
Actinobacteria bacterium OV450	sample_17	12	Bacteria	Actinobacteria	Actinomycetia	NA	NA	NA	Actinobacteria bacterium OV450
Actinobaculum massiliense	sample_17	6	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinobaculum	Actinobaculum massiliense
Actinobaculum sp. oral taxon 183	sample_17	1	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinobaculum	Actinobaculum sp. oral taxon 183
Actinokineospora auranticolor	sample_17	2	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Actinokineospora	Actinokineospora auranticolor
Actinokineospora bangkokensis	sample_17	21	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Actinokineospora	Actinokineospora bangkokensis
Actinokineospora spheciospongiae	sample_17	8	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Actinokineospora	Actinokineospora spheciospongiae
Actinokineospora terrae	sample_17	4	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Actinokineospora	Actinokineospora terrae
Actinomadura craniellae	sample_17	4	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura craniellae
Actinomadura logoneensis	sample_17	2	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura logoneensis
Actinomadura madurae	sample_17	9	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura madurae
Actinomadura mexicana	sample_17	8	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura mexicana
Actinomadura rubteroloni	sample_17	6	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura rubteroloni
Actinomadura sp. LHW52907	sample_17	1	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura sp. LHW52907
Actinomadura viridilutea	sample_17	8	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura viridilutea
Actinomyces bovis	sample_17	2	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces bovis
Actinomyces denticolens	sample_17	12	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces denticolens
Actinomyces glycerinitolerans	sample_17	3	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces glycerinitolerans
Actinomyces graevenitzii	sample_17	3	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii
Actinomyces johnsonii	sample_17	22	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces johnsonii
Actinomyces massiliensis	sample_17	8	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces massiliensis
Actinomyces naeslundii	sample_17	5	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii
Actinomyces oris	sample_17	14	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces oris
Actinomyces ruminicola	sample_17	13	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces ruminicola
